textID,text
6cfc00e377,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!
795d2ec684,"Off to meeting in Lincoln Square, bummer, no more free parking"
1466d41c7d, yep 14 days whoop
eee8feb6d5,"Well, at least it`s not as bad as I thought. Found a new website to watch movies on and I gotta say.......it`s not bad, not bad at all"
b8d97c4ac9,work all day
a4f7c6001a, ah. I lived all over the Baltimore/DC suburbs the last 5 yes then finally made it back to my home state
2e7ff170ed," Lara, thank you so much 4 the #FF recommend!"
439803cf54,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving
93bf23a0bd,2nd to last episode of jay leno  itll never be the same!  nite twitter
d17022a3bc," thanks, u 2!!! Idk if Im going or not... I don`t feel like getting all dress up and doing my hair!!!  LOL"
52b2a66104,Im bumbed though cuz ima miss da laker game        |double sad face|
a0b3d64fa6,"'Bad words are a crutch, they lead to tattoos and peircings!'  Hahahaha!"
dc03f0e6f9, Make her something. Buying something is too impersonal. She`s your mom!
f55b9f5837,First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk
2dc0dc0d5d,Grabbing coffee from  then making mom breakfast
0a45238d11,"#BGT Quite an awkward moment, poor girl  I hope she doesn`t loose it again."
e57c69be7a, Looking forward to android 1.5 being pushed to the G1 then?
678aa1ca9f,in less then a min i lost 2 followers
bd12268d3a,"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova"
47b8dd8456," How can i vote, it wont let me, says they closed the votes in her category  i wanna vote"
75f75bd885, my feelings are hurt
35c5fed690,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it
4a2da853aa,is saddened by Husker Access...no internet!
0f4354b370,"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey"
ce39d76749,  I don`t have a subject line on my phone...  just normal texts.
782c5a87e1, that breaks my heart
d46f9acd72,just finished watching my copy of the Twilight DVD. Ganda ng mga deleted and extended scenes.  http://plurk.com/p/svkch
535bd2fe9b,i had a new friend who called himself shame.
f8e730fb86,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he`s gone but a child will always win in that situation sadly"
49e393902d,still awake..doing my assignments and playing virtual farming
51530e8d1f,Is at work
f1f5e8edfa,I Miss Daddy and Mommy
796e15046e, Wow- you are sharing some of my long list.
5f880890b6,I went over the limit for actions per hour for twitter clients.  i hate that limit.
ebe4ff481d," have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks"
fc7e0cb9eb,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP"
cd3b2ac385, UGH I HATE QUEUEING
fd7a68c36f, Sigh
605cb06fc8,Me just sign up Twitter...
4430fa8fe2, YES!!! haahaaa.! break out the jellybeaniesss!
f3785d459b,To eat or not to eat? Its gonna be my last meal for the next 2 weeks.
3ddb3dd806,It`s hella itchy!  http://twitpic.com/66m7f
332de63bbc,"unopened pack of goat cheese starin me in the face. starving, din not til 6"
6d60edd70e,gonna get a tan. i am so white
bfe2aef006,leaving now  dont miss me too much tweetbeaks <3
9dbc1e7b89,Just got my heart ripped out  i love you guys
f87ce4f3cb," Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though"
174fa353c1, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****
1d02e071ee,Figuring out how this Twitter thing works
e08456d6c8," I saw this link, but I get an error on the CNN site when I open this page and cannot read the article."
c70a22b761, how come u all don`t seem to excited to play in DC????
8764d96d8f,living in ballarat again
acb838c3b4,Trying to get out to enjoy the weather & train a little... Some minor beer tasting activity took place yesterday with  etc
7c946a4661," actually,we r going there in june with my office colleagues,paid by company"
9e3ca6c567, Your peanut butter soup was amazing and so was everything else!  Your soup was just a higher form of amazing
08c2e1ebf4,ok thats it.... sleep time
0194327888,"just got back from the BBQ, i got sunburn on my legs, well sore"
1be7769340,my arms hurt!
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check
7e1f3e69b6, Hope the train remembers the way - they can go a bit loopy on bank holidays
420d46f643,It`s starting to look like the  website may not happen in any form
b53e94652a,How freaking cold is it out in Sydney tonight...
824128272c, aw. you level up. haha but just try to manage your money.
2168b3d6ee,what the hell is follow friday?? don`t get it
5baaecb00c," Lucky you  I face south so I can hear them, and see them reflected off Phillips Point"
774df2608a,Yogulicious? another sour sally competitor
6ce4a4954b,juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?
e2abcae593, smh @ playing dress up! lol. I can`t see the vid though... Its not working
87ee516c11,happy almost mother`s day
c4ee657cd2, mmmmm you have someone on the inside ? or are you being brlliant again
02d22f57ea, being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.
e14f7e2e0d, It didn`t start as a long message ... It just got longer when I wrote it
85d6f19317,No one loves me  Brittany forgot my flowers...
0332220ddd, I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3
411916d697,sitting in the car with my cat. he keeps meowing and i feel so bad
1745e1f22d, 'I SAAAAAAID!!' Haha. It kinda makes me sad though.  http://bit.ly/uJUA3
1d363e3c46,what a beautiful morning! nice to be out
d974b043be,  dont listen..he do him..but I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am
886522c33a,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8
39b5691a32, pups I would LOVE to..BUTT I will be saving lives Saturday night  although I know I am missing a BLAST
53008d68b3,Setting up bookmarks on my new Blackberry Curve. Now anyone from work can get ahold of me at anytime!
043554b8ea,I`m so proud of my NAU graduate friend!!! We`re getting ready to celebrate  tonight!!! It`ll be an international ordeal~
1f82ec212e,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with
74da3d008a,I Love All Time Low
46c2527acd,I hate this bit
fdc279b3c0,14 days until Boyzone
31da83a5c0,will be MIA until june 13.. finals
a351c5032a,watching  on SNL
217c1106b7, cuz ima always late haha dammit she got me good
f785a1856f,I love being ignored except to be yelled at. I love my life.
dac0a43072,On my way to CP.. Got some work there.
6aac2938d8,_Exp not where i live.
8d548e722c,sooo reluctant to study for finals right now.... but i have to
0b87e5c566," I`m not going, sadly.  Maybe next year, eh?"
f71e92064e,aww i feel bad cause i dunno if nicole is in the city looking for me. she`s probably worried  srry hun
67d77a93b5," Oh ****, happy late birthday! (my txt didn`t send  )"
ae682c333a,  well its pouring here. Rly rly wet
81adf60881," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek"
7e15438cc8,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works"
7525a3019f,"_of_max Sadly, no. Now David Tennant has left I don`t particularly want the job anyway"
49505e08de,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!"
cda9ab9282,"just woke up, I`m starving"
06cefeae5f,wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin
fd7975b3fa, same
1274c501a6, I wish I could...but I`m @ work when she`s on...
5621273d21,saying goodbye to  for a year  she`s been awesome in helping me fit into the team at Veritas!
b86ec1b004,im finally going home but didnt get to finish all my work  so ill be back tomorrow
9ff3691441,"Sooo, I spent most of my day sitting at home in front of the computer in my pajamas...I love these days."
a8ed4e8266,wants see my friends  ;-) http://plurk.com/p/wxnwa
de80d2b698,had a fun day at the theatre... glad to be back in town for a while
5ec244dacc,"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko"
d46552aad6,Vacation over!!!  Looking forward to the next one........
d123dccf52,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!
743b62f788,I got me a little too much sun today
d6e7c36b0e,_writes i`ve been wanting it for 2 years LOL...that and a HD camcorder
751d70d6be,RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v
494b8aafd8, been there done that. It always ended up with me selling the machine and going back to my mac
bea37d2e5a,Internet stopped working right in the middle me quantum leap.  grr
3ee72dff08, looking forward to the show tonight. Can`t wait for ol mate  to
7d85365781,_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.
84e3932e11, Prefer 80`s singstar. I know all the words!
ac04d1ec48, amen to that brotha!
022157e66f,_Fangirl Won`t let me watch since i`m in the states.  Boo.
a76e18171b,  hubz company was organising ...i had to be there!
a1ec4a8390,This week has been so lonely without gossip girl xoxo
6bf46b99ce,Really tired JAKe always gives me more work
7c2b6982d1,can`t go to bed  An am sooooo tired!!!
20e6d83878,"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race"
c277d11dbf, wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool
be37842a18,"i lost my nintendogs, it`s very upsetting."
08c74ac51f,5 and a half more hours of work  I wish I had something to do..
1f4753b36f, i hope so. i really need one! we`ll see. unfortunately drama always finds me.
9316e7b9c2,_meaway I`m sorry hon  I know how it feels though...I`m usually crazy but at a family gathering I`d probably hold back like that also
72b1bac82c,Get into me not going. lol at least I didnt get my hopes up
7a4a97fba9,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!"
ebf2e83055," Hey! I need that book to go with my Amy Sedaris.   is finishing it now, you say? ;)"
9c98d7c979,"mmm... hot chocolate, ugboots and topgear... life is good."
bba51e47ab,its my burfday and i`m all alone
3fbddd2d8d,_roo you`re welcome.
605751edec,"Law and Order! Yeah, I stay home on Sat nite!"
657d37972a,Thanks to my assignment im off to work today!
e23e572868, I`m writing more fanfic.
8e77c1c616,Off to Nanaimo 2day... missing my son already and i havent even left yet
b4139f5891," why do u feel ****? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
6df9f8afd9,http://simoneserhan.tumblr.com new post
1006f5509d," I found it, I added it, but it`s still blocked!"
5d06309a9e, apologies don`t fix hurt feelings kev.  anyway i`ll get it from u next time I c u.
a297a2f414,Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .
fa9d4aeaf8,I`m at home recovering from major liver surgery.  In alot of pain.
8d1c8885f4,_booey it doesn`t make up for the pitch
baa4c5ad2b,Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain
5bf9b58591," carls jr sounds hella good, you should bring me some  http://myloc.me/G3o"
6f61c948ea,"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks"
3abcb2572b, The pics should be up later today at www.dosriosrestaurant.com!
82b04a91f3, hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine
dfc7fc112a, : Sir ! Everything Will Be Great InShaa`Allah
a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?"
3060502022,"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me"
cfb07ef6b9,its nice to have no assignments for the night
5a345a2602," Adem in, adem uit"
de55035256,"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P"
812829bbb2,GRANADA BOWL WITH THE CREW! Birthday bowling for Fisch and me  http://twitpic.com/4wn29
a47cdbde76,going to work soon and so excited!  ugh id rather pluck my fingernails off
9ab1cec0d4,"Ah, finally at home in my comfy bed. Goodnight"
3414f1dd40,gonna knit a felted heart toy for mum for Mothers Day. she`s so great (not really) she loves anything i give her  luv ya mummy
0c321384c6,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways
bffc77b391,This is the earliest I`ve been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick
07cc511566, he won`t reply
6ea3693282,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work
2274003df3,I no longer have a ticket for ny
2631f4447e,aww i feel so bad for Holly
bd3145be68,Oh dear. Sunburned back
d14c9370ae,_sm Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.
4f3d3b5163, thanks for trying
b07f0d8ace,Dont worry babe
e8be02c725,I`m glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he`s absent from school
a2d355295b, yeah  and _LilJess_x did only ones that care for me
3b84c35810," yess, they came to amsterdam on the 18th of april  best night everr! have you?"
0d7a7d2d16,"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar"
7eb95958a1," That be it, my Nathan sense was tingling."
5ca9a346d6," going through your tweets right now, probably missed all the good ones in the last 4 hours"
5c25597e48," Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!"
db5466d7e4,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race"
09b19e96f2, I had one of those in south Florida. Mowing around it could hurt
a18f27e309,ready for a day full of His presence  i`m expecting the best!
c79a5c9b96,"  Get Up, You are NOT old!  What did you do?! =O"
948e5f7b25, Well I`m obsessed w/all of them - but I watched the first one again last night  glorious! where can i get a wand?
bc70be4520,i woke him up in the end. Got bored.
942050d8a6,Allies not coming over
3b92cad313,someone save me from boredom.
21ab47d9da,"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over."
f0e61632eb,http://twitpic.com/4jaw9 it`s the frog who`s been attacking Chelsey..LOL! Funny
98a7cd8d0c,"the big boss is out all week.. small yay. free lunch for the office today, big yay!"
52460306f4,"http://twitpic.com/4j9x4 - lmao, it`s true"
3d13b826a7,"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand"
fb77a60a7f,"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know"
e90b3bf2eb, wasnt it sad?  was the 3d good?
429adbb1ed,aww dude.. no fair. i thought that was the point of this thing
03ffbd2cda,"oh no, i need new work shoes...i broke this one!"
1a1bbddc5d,Is it OK to send iFlowers to your mom for Mother`s Day trough this iPhone app? http://tr.im/kWnX
a77104e008,listening to faith spirituality and the internet
dc72c91fa5,Freaking out a bit..crossing my fingers that things will work out ok
14764fb41b,best part of notting hill is on!!  'daft prick' haha love it.
ccdf18ff5a,Busy.. Busy.. Busy.. :S Wont be on Ning for few days.
5ba6923f40,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself
3474d5dce1,"outta the shower, too bad justin couldn`t spend the night.  haha"
ff61f3369a,"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0"
3da1b1c356,"now, 3 teardrops."
f398ee6a60,I miss you
71ecc26c84,"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha"
91638a406f,Star Trek was actually really good
89b7714860,Watching Ryann!!  Gonna be a grand day!!!
b922b8b866, I don`t have the app that does it
6b1bf8be78,i have a fever
10632a4b88,****. I got a math test today.
fad4e2d934,"Omg,... just had the best roast ever! but now im full haha,.."
6d56a4028d," I have to call stevie to reschedule!!  I won a competition yesterday to the launch of sims 3 at Luna park, same day at 6pm"
ff84fbc83d," Maybe you have, my memory sucks."
e952febbbe,Going out. A barbeque maybe?
8922f680a0,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
134cac246b,"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up"
50f8337cdf,_654  it`s this damp weather...
3624729252, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
b8285a075a, if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to
33acc93d94,Taking care of yucky stuff.
d77056070d,  I love you too! I`m kinds reading. But you can call if you`d like
e941b944d8,lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e
55db084aa8,"wow, there`s still the void of whre thomas left  The heartache is never going to go away"
8919a7af68,working today.  Can`t find my key so I had to borrow Miranda`s.
83c53b5fb9,oh no. opera 10 is not google friendly  *weeps*
9daf95b109,: Happy Mother`s day to my Mother. Thank you for being such an awesome mother
e6c4ddf4f9,looking for my self... be right back.
0ec41af1ff,Painting my room =
7b6a2e33b7,how do you twitter?
8c06ec15b8,"stealth shopping - got wife b-day present while at mall together and she didn`t notice - buy, hide it in car, back before she missed me"
6b0ef16cbb,"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!"
a7ee4373a6,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.
003e68d96d," cool beans, yeah man - no prob at all"
dbb41be912,Listening to The Man Who Cant Be Moved <3 I just love the connection with GW  Doing Dutch and might do some art later.
e910f7c797, it drained my energy
a8a9e0e117,(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl
ecd67d1626,happy mother`s to all the moms out there..
d7ccbc79a1,en route 2 the airport!! la bound
817b684c10, its the wine!!
6c8eef9273, sorry about that
a417433863,is about to go for a run.. in this weather..
d31060a0d9, hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em
c9511eb366,happy mother`s day!
48b41c2f95,Last Late Late with Pat Kenny! Bless
1b6620a5f6,"  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away"
41f935fce4,: yay! it will be good to have you back
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit"
1e9b8bf9fd, lol yeah I guess you have a point
f59555b31d,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.
4b465e55e9,"go to my father`s house or not?!that is the question...domestic food and people around me vs my bed,my tv and my world...dont know"
59bf010e42," Hahahah, I will be using that saying from now on!"
3c9a3c53bc,I keep on falling asleep when I`m suppose to be awake. I miss my babyy..
05f8b149b4," so long, farewell! <333 Have a super amazing day! I`m going to sleep."
3f41f37964, I wish I could get twitter to upload my background of M
1fbde4de35, I am working my way through a bottle of Excedrin. Maybe we are twins.
95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.
328989989e,Is coming to the end of his first shift  6.30 local
b3865ca2de,Sometimes I wish I had my own Prototype mentor.
68f1cf710f, hey girl i just sent ya a message on Myspace
ddd476e4b0, it was apparently a request by the guests
c00484a4ec,Going to workout + swin... fun
38a664bccf, aww at when she was cryin tho...i want her to get thru...i feel sorry for her  shes so good tho.
e910a0e1c3, omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins
5af375af34, ****. I always forget you are on here
4b469e2952,needs a new job either closer to home or worth the drive
1823b30898, im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that
4b37b5dfaa,wants to feel better
d661e88eec,Ive got mad cramps in my legs
be3e08e2da,No Yonkers news posts until June 2 because the newspaper furloughed me
abb52e9f44,Gudluck to   !!
b725d6903f,what am l doing?? .....nothing much atm
5f4b6a4e84,Good Morning  i ate pizza for breakfast
644593559f,is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!
1cef3dd636, i HaVe 2 Get OuT This HoUse
5f9fe2fbde, I work at the group home
f53e05638c,Life can get soo Dull sometimes what do you do when u have no 1 around  x
7fa6b8e981,i got no followers i only have like 2  someone follow Me please?
6a8700208c, i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby
5c99b0eff9," Buenos Dias! How very sweet, thank you"
09d574699e, It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.
